label	MedL	K_str	K_idx	RCor_score	RCor_text_fragment	KImp_score	KImp_text_fragment	keywords	MedL_id	bk_location
4	微信平台随访对改进肾病患者自体动静脉内瘘维护的应用探讨.目的 探讨微信平台随访对终末期肾病患者自体动静脉内瘘 (AVF) 维护的作用及影响.方法 病例来自2017年1月至2017年8月在我院肾内科行前臂AVF手术的54例患者, 全部建立微信联系, 随机分为对照组 (27例) 和微信监测组 (27例) .对照组给予定期常规AVF维护宣教, 微信监测组在对照组的基础上通过微信加强沟通, 并定期监测患者的AVF情况等各项指标.3个月后收集两组患者的资料, 比较分析两组患者治疗依从性、并发症发生率及AVF功能等情况.结论 微信平台监测对终末期肾病患者AVF维护有积极作用, 值得临床推广.	高钾血症,所属科室,内科	185,9853,5163	2	方法 病例来自2017年1月至2017年8月在我院肾内科行前臂AVF手术的54例患者, 全部建立微信联系, 随机分为对照组 (27例) 和微信监测组 (27例) .对照组给予定期常规AVF维护宣教, 微信监测组在对照组的基础上通过微信加强沟通, 并定期监测患者的AVF情况等各项指标.3个月后收集两组患者的资料, 比较分析两组患者治疗依从性、并发症发生率及AVF功能等情况.结果 微信监测组患者在遵医用药、AVF功能锻炼、自我AVF监测、定期体检的完成度及患者满意度均高于对照组, 两组比较差异有统计学意义 (p<0.05) .微信监测组高钾血症、血压控制等并发症明显低于对照组, 差异有统计学意义 (p<0	1	微信平台随访对改进肾病患者自体动静脉内瘘维护的应用探讨.目的 探讨微信平台随访对终末期肾病患者自体动静脉内瘘 (AVF) 维护的作用及影响.肾病%血液透析%微信%依从性%动静脉内瘘.	肾病%血液透析%微信%依从性%动静脉内瘘	48756102	25739
4	特应性皮炎不同性别、年龄和发病部位聚集效应的临床研究.目的 探讨特应性皮炎(atopic dermatitis,AD)的发病情况以及不同性别、发病年龄和部位的聚集效应.方法 收集2014年1月至2015年12月在中国13个城市31所三级医院皮肤科就诊的湿疹患者,回顾性分析5 953例湿疹患者的资料,其中AD患者964例.通过对性别、年龄和部位的AD发病情况进行统计处理,分析和总结AD发病的聚集效应.结论 性别对于不同年龄患者AD发病情况并无显著影响;年龄具有明显“聚集效应”,好发于婴儿期(＜3岁)和儿童期(3岁≤年龄＜12岁);发病部位具有一定“聚集效应”,尤其是不同年龄患者的发病部位存在明显的差异.	湿疹,临床症状及体征,肘窝	7084,9860,859	2	结果 5 953例湿疹患者中,AD共964例,占16.19％.男性与女性患者间AD比例差异无统计学意义(P＞0.05);男性与女性患者间年龄因素未见明显影响(P＞0.05).婴儿期(＜3岁)和儿童期(3岁≤年龄＜ 12岁)比例均高于其他年龄组(P＜0.05),差异有统计学意义.婴幼儿(＜3岁组)71例患者中70例为头面眼睑,而老年(≥61岁组)以四肢伸侧为主.低年龄(＜24岁)患者发病部位为头面眼睑的占比高于其他年龄组;24≤年龄＜41岁患者足-四肢伸侧、躯干-手-四肢伸侧、项颈-躯干的占比高于其他年龄组;24岁以上患者四肢伸侧占比高于其他年龄组.差异均有统计学意义(P ＜0.001).964例患者中,发病部位为四肢伸侧最多(50.10％),其次为头面眼睑(41.08％);前10位的发病部位共有583例患者,占60.48％;发病部位个数平均为(2.07±1.12)个,1个和2个发病部位分别占35.06％和37.66％.1个发病部位患者以头面眼睑和四肢伸侧为主(共占71.01％),双部位发病患者以足-四肢伸侧、头面眼睑-项颈、躯干-四肢伸侧为主.女性发病部位为足-四肢伸侧和项颈-躯干的比例高于男性(P＜0.001),男性躯干-四肢伸侧和肘窝膝窝-项颈的比例高于女性(P ＜0	1	特应性皮炎不同性别、年龄和发病部位聚集效应的临床研究.目的 探讨特应性皮炎(atopic dermatitis,AD)的发病情况以及不同性别、发病年龄和部位的聚集效应.特应性皮炎%性别%年龄%部位%聚集效应.	特应性皮炎%性别%年龄%部位%聚集效应	49610393	22040
4	胸水ADA联合LD H诊断结核性胸膜炎的临床效能分析.目的:讨论胸水腺苷脱氨酶(ADA)联合乳酸脱氨酶(LDH)来诊断结核性胸膜炎的临床疗效.方法:分析我院之前收治的80例结核性胸膜炎患者入院时胸腔积液等基本资料,并且根据患者的患病情况,把患者分为两组,一组为结核患者组31例,另一组为其它疾病患者组49例.计算胸水ADA和LDH的诊断效果,以对胸腔积液的特异性与敏感性为主要指标,同时对比ADA、LDH以及联合诊断的临床效果.结论:胸水ADA和LDH是判断结核性胸膜炎的重要指标,是一种能够鉴别疾病的重要方法,其灵敏度与特异性都有一定的参考价值.但胸水ADA联合LDH诊断结核性胸膜炎的临床效能没有得到较大的改善.	胸膜炎,类型,疾病	3017,9863,1531	2	结论:胸水ADA和LDH是判断结核性胸膜炎的重要指标,是一种能够鉴别疾病的重要方法,其灵敏度与特异性都有一定的参考价值	1	胸水ADA联合LD H诊断结核性胸膜炎的临床效能分析.目的:讨论胸水腺苷脱氨酶(ADA)联合乳酸脱氨酶(LDH)来诊断结核性胸膜炎的临床疗效.胸水腺苷脱氨酶%乳酸脱氨酶%结核性胸膜炎%效能分析.	胸水腺苷脱氨酶%乳酸脱氨酶%结核性胸膜炎%效能分析	47803645	23129
4	室壁瘤相关室性心动过速的解剖基质特点.目的 探讨室壁瘤相关室性心动过速的解剖基质的电生理特点.方法 左侧开胸小切口冠脉结扎法建立猪心肌梗死后室壁瘤的疾病模型,使用三维电解剖标测系统同时在左心室心内膜-心室外膜行基质标测,记录并分析异常电位,定位室速的解剖基质.结果 16只实验猪建模6周后10只伴典型室壁瘤形成,7只可诱发室壁瘤相关室速.心内膜和心外膜平均获取的标测点数分别为(319 ±45)个和(358±52)个.心内膜和心外膜低电压区面积分别为(28.85±4.36) cm2和(24.26 ±4.64) cm2,并且低电压区面积具有良好的相关性(r=0.92).电解剖标测的异常电位大多定位在室壁瘤边缘区.结论 室壁瘤相关室速的解剖基质多定位于室壁瘤边缘区,且具有全层心肌分布的三维结构特点.	室性心动过速,别名,室速	4807,9848,8374	2	目的 探讨室壁瘤相关室性心动过速的解剖基质的电生理特点.方法 左侧开胸小切口冠脉结扎法建立猪心肌梗死后室壁瘤的疾病模型,使用三维电解剖标测系统同时在左心室心内膜-心室外膜行基质标测,记录并分析异常电位,定位室速的解剖基质	1	室壁瘤相关室性心动过速的解剖基质特点.目的 探讨室壁瘤相关室性心动过速的解剖基质的电生理特点.心肌梗死%室壁瘤%室性心动过速%基质标测.	心肌梗死%室壁瘤%室性心动过速%基质标测	48659747	28380
4	胃苏颗粒辅助兰索拉唑三联疗法在幽门螺杆菌阳性慢性胃炎中应用价值探究.目的 探讨胃苏颗粒联合兰索拉唑三联疗法在慢性胃炎治疗中的临床应用价值.方法 选择2016年10月至2018年4月武汉科技大学附属孝感医院收治的118例慢性胃炎患者,按随机数字表法分为观察组和对照组,各59例.对照组患者给予兰索拉唑三联疗法,观察组患者在对照组基础上联合胃苏颗粒治疗,均治疗4周.对比两组临床疗效、症状改善情况、幽门螺杆菌(H.pylori)根除率、治疗前后血清因子[转化生长因子-β1(TGF-β1)、表皮生长因子(EGF)]水平变化、生活质量评分变化及治疗期间不良反应发生率..结果两组治疗后生活质量分值高于治疗前,且观察组较对照组高(P<0.05)结论 胃苏颗粒联合兰索拉唑三联疗法治疗慢性胃炎患者,可提高H.pylori根除率,有效缓解临床症状,可能与上调血清TGF-β1、EGF表达有关,且有一定安全性,有利于促进患者生活质量改善.	兰索拉唑,不良反应,头晕	3872,9849,1042	2	治疗期间两组口干、头晕、恶心/呕吐、腹泻等不良反应发生率比较差异无统计学意义(P>0.05).两组治疗后生活质量分值高于治疗前,且观察组较对照组高(P<0.05).结论 胃苏颗粒联合兰索拉唑三联疗法治疗慢性胃炎患者,可提高H	1	胃苏颗粒辅助兰索拉唑三联疗法在幽门螺杆菌阳性慢性胃炎中应用价值探究.目的 探讨胃苏颗粒联合兰索拉唑三联疗法在慢性胃炎治疗中的临床应用价值.慢性胃炎%兰索拉唑三联疗法%胃苏颗粒%症状改善%转化生长因子-β1%表皮生长因子.	慢性胃炎%兰索拉唑三联疗法%胃苏颗粒%症状改善%转化生长因子-β1%表皮生长因子	50006674	12300
4	血必净联合乌司他丁治疗烧伤脓毒症临床疗效的系统评价.[目的]系统性评价和探讨血必净联合乌司他丁治疗烧伤脓毒症患者的临床疗效.[方法]计算机检索中国知网、维普数据库、万方数据库、中国生物医学文献数据库、PubMed、Cochrane library、EMbase和SpringerLink数据,各数据库检索年限均为从建库至2018年4月,查找并纳入有关血必净联合乌司他丁治疗烧伤脓毒症患者临床疗效的随机对照试验,Cochrane风险偏倚评价工具评价纳入文献质量后,使用RevMan 5.3软件进行Meta分析..结果[结论]血必净联合乌司他丁治疗烧伤脓毒症患者可明显改善CRP、IL-6、IL-10、LPS以及TNF-α等炎性因子水平,同时可以明显改善PT、APTT、FIB、D-D等凝血指标,减轻烧伤后脓毒症全身炎性反应的同时改善血液高凝状态,疗效显著,值得临床推广和应用.	烧伤脓毒症,并发症,休克	371,9852,8785	2	[方法]计算机检索中国知网、维普数据库、万方数据库、中国生物医学文献数据库、PubMed、Cochrane library、EMbase和SpringerLink数据,各数据库检索年限均为从建库至2018年4月,查找并纳入有关血必净联合乌司他丁治疗烧伤脓毒症患者临床疗效的随机对照试验,Cochrane风险偏倚评价工具评价纳入文献质量后,使用RevMan 5.3软件进行Meta分析.[结果]共纳入临床随机对照试验文献9篇,其中治疗组共计308例患者在抗烧伤休克、液体复苏、抗感染、营养支持等常规治疗基础上给予血必净联合乌司他丁治疗,对照组301例患者仅给予与治疗组相同常规治疗方案	1	血必净联合乌司他丁治疗烧伤脓毒症临床疗效的系统评价.[目的]系统性评价和探讨血必净联合乌司他丁治疗烧伤脓毒症患者的临床疗效.[血必净%乌司他丁%烧伤%脓毒症%系统评价.	血必净%乌司他丁%烧伤%脓毒症%系统评价	48204582	43890
4	桂枝芍药知母汤加减治疗类风湿关节炎对患者体像 及活动度的改善机制的疗效分析.目的:探讨桂枝芍药知母汤加减治疗类风湿关节炎临床疗效,分析对患者体像以及活动造成的影响.方法:将本院中2016年7月至2018年7月间收治的类风湿关节炎患者的临床数据整理后进行分析,在获得患者同意后选择82例进行本次实验.对所有患者的一般资料经整理后分为对照组与实验组,对照组患者单纯应用西医方案进行治疗,实验组患者则在此基础上加用桂枝芍药知母汤进行治疗,对比两组患者的红细胞沉降率、抗环瓜氨酸肽抗体以及类风湿因子,分析两组患者的体像改善率..结果(P<0.05)结论:桂枝芍药知母汤加减应用于类风湿关节炎患者的治疗中,其效果较单纯,应用西药治疗来说更优,能够有助于调节患者的体内炎性因子,同时还能改善患者的体像活动度.对于患者康复来说有积极意义,值得推广使用.	瓜氨酸,类型,西药	457,9863,8048	2	对所有患者的一般资料经整理后分为对照组与实验组,对照组患者单纯应用西医方案进行治疗,实验组患者则在此基础上加用桂枝芍药知母汤进行治疗,对比两组患者的红细胞沉降率、抗环瓜氨酸肽抗体以及类风湿因子,分析两组患者的体像改善率.结果:实验结果中显示两组患者在治疗后,其各项生理指标均有所改善,但实验组患者改善状况较对照组明显更优,差异显著.(P<0.05).而实验结果中实验组患者的体像改善率较对照组明显更优,差异显著.(P<0.05).结论:桂枝芍药知母汤加减应用于类风湿关节炎患者的治疗中,其效果较单纯,应用西药治疗来说更优,能够有助于调节患者的体内炎性因子,同时还能改善患者的体像活动度	1	桂枝芍药知母汤加减治疗类风湿关节炎对患者体像 及活动度的改善机制的疗效分析.目的:探讨桂枝芍药知母汤加减治疗类风湿关节炎临床疗效,分析对患者体像以及活动造成的影响.桂枝芍药知母汤%类风湿关节炎%临床疗效%中医治疗%活动度.	桂枝芍药知母汤%类风湿关节炎%临床疗效%中医治疗%活动度	49562504	29242
4	慢性心力衰竭患者血浆白介素-37水平变化研究.目的 探讨血浆白介素-37(IL-37)水平在慢性心力衰竭(CHF)患者中的变化以及其在CHF中的意义.方法 选择我院收治的CHF患者的158例为心衰组,其中89例缺血性心肌病患者,69例非缺血性心肌病患者;73例高血压患者,85例非高血压患者;29例糖尿病患者,129例非糖尿病患者.另选取健康志愿者30例作为对照组.采用ELISA方法检测血浆中IL-37水平.结论 血浆IL-37水平在慢性心衰患者体内明显升高,提示其可能参与CHF发生、发展.	缺血性心脏病,多发群体,糖尿病患者	6630,9875,4134	2	心衰组中,缺血性心脏病与非缺血性心脏病患者的血浆IL-37水平比较,差异不显著(P>0.05);高血压与非高血压患者的血浆IL-37水平比较,差异不显著(P>0.05);糖尿病患者的血浆IL-37水平显著高于非糖尿病患者(P<0	1	慢性心力衰竭患者血浆白介素-37水平变化研究.目的 探讨血浆白介素-37(IL-37)水平在慢性心力衰竭(CHF)患者中的变化以及其在CHF中的意义.慢性心力衰竭%白介素-37%左室射血分数%炎症反应.	慢性心力衰竭%白介素-37%左室射血分数%炎症反应	48988502	3477
4	肝素等药物膀胱灌注在前列腺电切术患者快速康复中的应用.目的 观察肝素联合碱化利多卡因膀胱灌注在经尿道前列腺电切术后快速康复中的作用.方法 选取本院2017年1月至2018年1月行经尿道前列腺电切患者60例,随机数字表法分为两组,各30例.治疗组行肝素联合碱化利多卡因膀胱灌注,对照组无处理.记录并分析置管时膀胱痉挛发生率及拔除导尿管后两组患者尿频与尿急、尿痛、血尿情况.结果 统计两组患者术后24～48 h之间膀胱痉挛次数及拔除导尿管后24 h之内患者尿频与尿急、尿痛、血尿情况;治疗组膀胱痉挛、尿频与尿急、尿痛、血尿发生率均低于对照组,差异均有统计学意义(均P＜ 0.05).结论 肝素联合碱化利多卡因膀胱灌注能明显缓解经尿道前列腺电切术后患者不适症状,快速康复作用明显.	尿痛,类型,症状	8845,9863,5617	2	结果 统计两组患者术后24～48 h之间膀胱痉挛次数及拔除导尿管后24 h之内患者尿频与尿急、尿痛、血尿情况;治疗组膀胱痉挛、尿频与尿急、尿痛、血尿发生率均低于对照组,差异均有统计学意义(均P＜ 0.05).结论 肝素联合碱化利多卡因膀胱灌注能明显缓解经尿道前列腺电切术后患者不适症状,快速康复作用明显	1	肝素等药物膀胱灌注在前列腺电切术患者快速康复中的应用.目的 观察肝素联合碱化利多卡因膀胱灌注在经尿道前列腺电切术后快速康复中的作用.良性前列腺增生%经尿道前列腺切除术%肝素%利多卡因%膀胱灌注%康复.	良性前列腺增生%经尿道前列腺切除术%肝素%利多卡因%膀胱灌注%康复	48360209	5107
4	反流性食管炎严重程度与食管黏膜菌群结构变化的关系初探.目的 探讨反流性食管炎(RE)的严重程度与食管黏膜菌群结构变化的关系.方法 选取2017年5—10月于首都医科大学附属北京安贞医院首次就诊的RE患者32例,经胃镜检查确诊为RE,根据RE洛杉矶分型分为轻度RE组(A和B级,21例)和重度RE组(C和D级,11例).招募17名健康志愿者作为健康对照组.提取受试者食管下段黏膜样本细菌基因组DNA,采用16S rDNA基因扩增和Illumina测序技术将细菌归类.结论 RE患者食管下段黏膜菌群构成较健康受试者出现明显变化,这可能为RE的防治提供新的方向.	食管炎,内窥镜检查,胃镜检查	1866,9941,2551	2	目的 探讨反流性食管炎(RE)的严重程度与食管黏膜菌群结构变化的关系.方法 选取2017年5—10月于首都医科大学附属北京安贞医院首次就诊的RE患者32例,经胃镜检查确诊为RE,根据RE洛杉矶分型分为轻度RE组(A和B级,21例)和重度RE组(C和D级,11例)	1	反流性食管炎严重程度与食管黏膜菌群结构变化的关系初探.目的 探讨反流性食管炎(RE)的严重程度与食管黏膜菌群结构变化的关系.反流性食管炎%食管黏膜菌群结构%高通量DNA测序技术.	反流性食管炎%食管黏膜菌群结构%高通量DNA测序技术	50085113	4211
4	头孢哌酮钠舒巴坦钠的临床应用效果与不良反应分析.目的 探讨头孢哌酮钠舒巴坦钠的临床应用效果与不良反应.方法 抽取我院2017年7月至2018年7月期间收治的感染病惠100倒,按照入组顺序分为观察组和对照组各50例,观察组给予头孢哌酮钠舒巴坦钠注射液治疗,对照组给予头孢曲松钠注射液治疗,观察两组患者的临床疗效以及不良反应发生情况.结果 观察组有效率显著高于对照组(P＜0.05),有统计学意义;观褰组不良反应发生率显著高于对照组(P＜0.05),差异有统计学意义.结论 头孢哌酮钠舒巴坦钠治疗多种感染性疾病具备相应的治疗效果,但不良反应的发生率相对较高,针对不同感染症状,需要酌情使用本类抗生素药物.	头孢曲松,一级分类,抗生素	9597,9891,6602	2	方法 抽取我院2017年7月至2018年7月期间收治的感染病惠100倒,按照入组顺序分为观察组和对照组各50例,观察组给予头孢哌酮钠舒巴坦钠注射液治疗,对照组给予头孢曲松钠注射液治疗,观察两组患者的临床疗效以及不良反应发生情况.结果 观察组有效率显著高于对照组(P＜0.05),有统计学意义;观褰组不良反应发生率显著高于对照组(P＜0.05),差异有统计学意义.结论 头孢哌酮钠舒巴坦钠治疗多种感染性疾病具备相应的治疗效果,但不良反应的发生率相对较高,针对不同感染症状,需要酌情使用本类抗生素药物	1	头孢哌酮钠舒巴坦钠的临床应用效果与不良反应分析.目的 探讨头孢哌酮钠舒巴坦钠的临床应用效果与不良反应.头孢哌酮钠舒巴坦钠%临床应用%不良反应.	头孢哌酮钠舒巴坦钠%临床应用%不良反应	48339381	39513
4	替牙期儿童口周力特征研究.目的 分析替牙期正常k儿童息止k位的口周力分布的情况,研究不同部位口周力的差异性,为替牙期正常k儿童提供口周力数据的正常值参考范围,以便更好地指导临床上因口周力不调造成的错颌畸形的预防和治疗.方法 选取在青岛大学附属医院口腔正畸科就诊的替牙期个别正常k儿童12例(男6例,女6例)作为研究对象.在接受正畸治疗前获取每个研究对象的上下颌石膏模型,在模型上用0.5 mm压膜保持器膜片压制口内k托,将薄膜式传感器粘接到k托上,然后采用应变计式压力传感器测量系统分别测量每个研究对象在息止k位时上下第一磨牙颊舌侧、上下第一前磨牙/第一乳磨牙颊舌侧、上下尖牙唇舌侧、上下中切牙唇舌侧对应位置的口周力,并用SPSS 19.0统计软件对获得的数据进行统计分析,用配对t检验分别比较替牙期正常k儿童息止k位时左右侧以及颊舌侧口周力的异同.结论 替牙期正常k儿童左右两侧同名位点口周力对称;替牙期正常k儿童各位点颊侧口周力均大于相应的舌侧口周力.	舌,类型,部位	4885,9863,1296	2	目的 分析替牙期正常k儿童息止k位的口周力分布的情况,研究不同部位口周力的差异性,为替牙期正常k儿童提供口周力数据的正常值参考范围,以便更好地指导临床上因口周力不调造成的错颌畸形的预防和治疗.方法 选取在青岛大学附属医院口腔正畸科就诊的替牙期个别正常k儿童12例(男6例,女6例)作为研究对象.在接受正畸治疗前获取每个研究对象的上下颌石膏模型,在模型上用0.5 mm压膜保持器膜片压制口内k托,将薄膜式传感器粘接到k托上,然后采用应变计式压力传感器测量系统分别测量每个研究对象在息止k位时上下第一磨牙颊舌侧、上下第一前磨牙/第一乳磨牙颊舌侧、上下尖牙唇舌侧、上下中切牙唇舌侧对应位置的口周力,并用SPSS 19	1	替牙期儿童口周力特征研究.目的 分析替牙期正常k儿童息止k位的口周力分布的情况,研究不同部位口周力的差异性,为替牙期正常k儿童提供口周力数据的正常值参考范围,以便更好地指导临床上因口周力不调造成的错颌畸形的预防和治疗.口周力%正常k%替牙期.	口周力%正常k%替牙期	48940745	33851
4	尿源性脓毒症患儿的临床特点分析.目的 探讨尿源性脓毒症患儿的临床特点.方法 选择2017年1月至2018年6月,在四川大学华西第二医院住院治疗的51例尿源性脓毒症患儿为研究对象,并纳入研究组.按照1:2的比例,采用2016随机抽取功能,抽取同期在本院住院治疗的102例非尿源性脓毒症患儿纳入对照组.收集2组患儿的一般临床资料、实验室检查指标、脏器功能损害及预后情况.采用独立样本t检验,对2组患儿的血小板计数、纤维蛋白原和红细胞沉降率等进行统计学分析.采用U秩和检验,对2组患儿的白细胞计数、血红蛋白、丙氨酸转移酶、天冬氨酸氨基转移酶、白蛋白、总胆红素、乳酸脱氢酶、肌酐、血尿素氮、血糖、二聚体、纤维蛋白原降解物、N端脑钠肽(NNP)、肌钙蛋白I、血清值与乳酸,以及血清+、K+、+及等进行统计分析.采用χ2检验或者连续性校正χ2检验,对2组患儿的性别构成比、儿科重症监护病房转入率、病死率等计数资料进行统计分析.本研究遵循的程序符合2013年修订的《世界医学协会赫尔辛基宣言》要求.2组患儿性别构成比比较,差异无统计学意义(P＞0.05).结论 尿源性脓毒症患儿常伴明显白细胞及升高,脏器功能损害较轻,总体预后较好.对伴有明显炎症指标升高,而脏器损害较轻的尿源性脓毒症患儿,可完善清洁中段小便分析,必要时进行尿培养试验及泌尿道超声、等检查,对确定感染源有重大意义.	尿常规检查,相关疾病,血尿	8493,9855,9843	2	采用Mann-Whitney U秩和检验,对2组患儿的白细胞计数(WBC)、血红蛋白(Hb)、丙氨酸转移酶(ALT)、天冬氨酸氨基转移酶(AST)、白蛋白、总胆红素(TB)、乳酸脱氢酶(LDH)、肌酐、血尿素氮(BUN)、血糖、D-二聚体(DDI)、纤维蛋白原降解物(FDP)、N端脑钠肽(NTBNP)、肌钙蛋白I(cTnI)、血清pH值与乳酸,以及血清Na+、K+、Ca2+及Cl-等进行统计分析.采用χ2检验或者连续性校正χ2检验,对2组患儿的性别构成比、儿科重症监护病房(PICU)转入率、病死率等计数资料进行统计分析.本研究遵循的程序符合2013年修订的《世界医学协会赫尔辛基宣言》要求.2组患儿性别构成比比较,差异无统计学意义(P＞0.05).结果 ① 研究组患儿中位年龄为6个月(4～12个月),小于对照组的10个月(5～24个月),差异有统计学意义(Z=-2.660,P=0.008).②研究组患儿的WBC及CRP水平分别为17.4×109/L[(11.8～26.6)×109/L]和120 mg/L(87～160 mg/L),均明显高于对照组的12.0×109/L[(5.0～17.6)×109/L]和48 mg/L(20～135 mg/L),2组比较,差异均有统计学意义(Z=-4.145、-4.465,P均＜0.001).研究组患儿WBC＞15×109/L及CRP＞40 mg/L所占比例,分别为62.7％(32/51)和90.2％(46/51),均高于对照组的38.2％(39/102)和55.9％(57/102),组间比较,差异均有统计学意义(χ2=8.212、18.197,P=0.004、＜0.001).③研究组患儿的PLT、血清Ca2+、Fib和pH值分别为(344.1±148.7)×109/L,2.36 mmol/L(2.29～2.49 mmol/L),(492.0±185.1)mg/dL和7.4(7.4～7.5),均高于对照组的(271.2±147.5)×109/L,2.21 mmol/L(0.08～2.39 mmol/L),(346.0±165.8)mg/dL和7.4(7.3～7.4),组间比较,差异均有统计学意义(t=—2.871,P=0.005;Z=-4.002,P=0.992;t=-3.639,P＜0.001;Z=-2.108,P=0.035).研究组患儿的AST、LDH、DDI和cTnI水平分别为35.0 U/L(25.8～44.2 U/L),534.5 U/L(471.5～649.5 U/L),1.1 mg/L(0.5～2.2 mg/L),0.01μg/L(0.01～0.01μg/L),均低于对照组的46.5 U/L(46.0～87.2 U/L),673.0 U/L(535.0～1106.0 U/L),2.5 mg/L(1.2～4.0 mg/L)和0.01μg/L(0.01～0.04μg/L),组间比较,差异均有统计学意义(Z=-4.130、3.851、-2.175、-3.716,P均＜0.05).④研究组患儿中,需要呼吸支持治疗、动脉血氧分压(Pa O2)/吸入氧气分数(Fi O2)＜300 mmHg、部分凝血活酶时间(APTT)延长＞10 s、PLT＜150×109/L、cTnI升高、AST＞100 U/L、有神经系统症状者、血清Ca2+＜2.1 mmol/L所占比例,分别为11.8％(6/51)、3.9％(2/51)、8.0％(2/25)、7.8％(4/51)、3.7％(1/27)、6.0％(3/50)、29.4％(15/51)、6.1％(3/49),均低于对照组的47.1％(48/102)、27.5％(28/102)、35.3％(24/68)、20.6％(21/102)、34.4％(22/64)、25.5％(26/102)、61.8(63/102)和27.6％(27/98),2组比较,差异均有统计学意义(χ2=18.545、11.941、6.761、4.040、9.458、8.255、14.241、9.235,P均＜0.05).⑤ 研究组51例患儿中,49例(96.1％,49/51)尿常规检查结果可见不同数量白细胞及脓细胞,另外2例患儿多次尿常规及尿培养试验均无异常,但是腹部CT检查结果提示肾脓肿	1	尿源性脓毒症患儿的临床特点分析.目的 探讨尿源性脓毒症患儿的临床特点.脓毒症%泌尿道感染%炎症%细菌感染%降钙素原%诊断%预后%儿童.	脓毒症%泌尿道感染%炎症%细菌感染%降钙素原%诊断%预后%儿童	49367701	15986
4	玉林市6家医院儿科门急诊处方超说明书用药调查.目的 调查玉林市6家医院儿科门急诊处方药品超说明书用药情况,以提高和促进玉林市儿童合理用药水平.方法 调查玉林市6家医院门急诊的儿科处方,分析儿科各年龄段超说明书用药的发生率和类型,采用单因素Logistic回归模型分析超说明书用药发生的风险因素..结果超说明书用药与使用非基本药物呈显著相关性(P＜0.01)结论 玉林市6家医院儿科门急诊处方超说明书用药发生率较高,需要严格按照药品说明书规范用药,推荐儿科患者首选国家基本药物,以降低超说明书用药的发生风险.	溴己新,药品类型,处方药	8837,9886,81	2	目的 调查玉林市6家医院儿科门急诊处方药品超说明书用药情况,以提高和促进玉林市儿童合理用药水平.方法 调查玉林市6家医院门急诊的儿科处方,分析儿科各年龄段超说明书用药的发生率和类型,采用单因素Logistic回归模型分析超说明书用药发生的风险因素.结果 共抽查900张儿科患者处方,包括2 832条用药医嘱,其中超说明书用药处方132张(14.67％),超说明书用药医嘱143条(5.05％).超说明书用药类型中居前3位的分别为未提及儿童用药信息(43.13％)、超适应证(31.88％)和超给药频次(16.88％).超说明书用药发生率前3位的药品分别为注射用单磷酸阿糖腺苷(32.16％)、盐酸溴己新葡萄糖注射液(9	1	玉林市6家医院儿科门急诊处方超说明书用药调查.目的 调查玉林市6家医院儿科门急诊处方药品超说明书用药情况,以提高和促进玉林市儿童合理用药水平.超说明书用药%门急诊处方%儿科.	超说明书用药%门急诊处方%儿科	50361700	33963
